name,smiles,cas,source,D_exp_eV,cccbdb_status,cccbdb_diff_pct,burcat_status,burcat_diff_pct,combined_status,best_diff_pct
thioanisole,CSC1=CC=CC=C1,100-68-5,NIST,72.383,n/a,,n/a,,n/a,
thioanisole,CSc1ccccc1,100-68-5,NIST,72.207,n/a,,n/a,,n/a,
thiophene,c1ccsc1,110-02-1,NIST,39.56,warn_1-2%,1.039,fail_>2%,2.199,one_source_fail,1.039
thiophene_2_carboxaldehyde,O=CC1=CC=CS1,98-03-3,NIST,51.726,n/a,,n/a,,n/a,
thiophene_blind,C1=CSC=C1,110-02-1,NIST,40.43,ok_<1%,0.002,ok_<1%,-0.001,ok_consensus,-0.001
thiophenol,C1=CC=C(C=C1)S,108-98-5,NIST,59.843,ok_<1%,-0.02,ok_<1%,0.063,ok_consensus,-0.02
thiophenol,Sc1ccccc1,108-98-5,NIST,59.832,ok_<1%,-0.001,ok_<1%,0.081,ok_consensus,-0.001
thymine,CC1=CNC(=O)NC1=O,65-71-4,NIST,69.066,n/a,,ok_<1%,0.139,ok_one_source,0.139
toluene,Cc1ccccc1,108-88-3,NIST,68.69,warn_1-2%,1.183,n/a,,ok_one_source,1.183
trans_1_2_Dibromoethene,C(=C/Br)\Br,,ATcT_0K,20.2851,n/a,,n/a,,n/a,
trans_1_2_Dichloroethene,C(=C/Cl)\Cl,,ATcT_0K,21.6457,n/a,,n/a,,n/a,
trans_Cycloheptene,C1CCC=CCC1,628-92-2,ATcT_0K,77.0111,n/a,,fail_>2%,2.828,single_fail,2.828
triethyl_phosphate,CCOP(=O)(OCC)OCC,78-40-0,NIST,103.656,n/a,,n/a,,n/a,
triethyl_phosphite,CCOP(OCC)OCC,122-52-1,NIST,98.358,n/a,,ok_<1%,-0.506,ok_one_source,-0.506
triethylamine,CCN(CC)CC,121-44-8,NIST,84.315,ok_<1%,0.512,ok_<1%,0.052,ok_consensus,0.052
triethylborane,CCB(CC)CC,97-94-9,NIST,86.331,n/a,,n/a,,n/a,
trifluoroacetic_acid,OC(=O)C(F)(F)F,76-05-1,NIST,35.837,warn_1-2%,-1.501,n/a,,ok_one_source,-1.501
trifluoroethanol,C(C(F)(F)F)O,75-89-8,NIST,35.892,n/a,,ok_<1%,0.081,ok_one_source,0.081
trimethyl_borate,COB(OC)OC,121-43-7,NIST,66.651,n/a,,n/a,,n/a,
trimethyl_phosphite,COP(OC)OC,121-45-9,NIST,61.575,n/a,,n/a,,n/a,
trimethylacetic_acid,CC(C)(C)C(=O)O,75-98-9,NIST,69.99,n/a,,ok_<1%,0.234,ok_one_source,0.234
trimethylborane,CB(C)C,593-90-8,NIST,49.957,n/a,,n/a,,n/a,
trimethylsilane,C[SiH](C)C,993-07-7,NIST,51.231,n/a,,fail_>2%,-2.669,single_fail,-2.669
trioxane,C1OCOCO1,110-88-3,NIST,48.412,ok_<1%,0.006,fail_>2%,-19.818,one_source_fail,0.006
undecane,CCCCCCCCCCC,1120-21-4,NIST,138.734,n/a,,ok_<1%,-0.001,ok_one_source,-0.001
uracil,O=C1NC=CC(=O)N1,66-22-8,NIST,56.854,n/a,,n/a,,n/a,
urea,NC(=O)N,57-13-6,NIST,31.287,ok_<1%,0.052,ok_<1%,-0.001,ok_consensus,-0.001
urea,NC(N)=O,57-13-6,NIST,31.97,fail_>2%,-2.085,fail_>2%,-2.137,conflict,-2.085
valeric_acid,CCCCC(=O)O,109-52-4,NIST,69.997,n/a,,ok_<1%,0.026,ok_one_source,0.026
valeronitrile,CCCCC#N,110-59-8,NIST,62.269,ok_<1%,-0.018,n/a,,ok_one_source,-0.018
vinylOH,OC=C,557-75-5,NIST,27.76,ok_<1%,0.153,ok_<1%,0.029,ok_consensus,0.029
vinyl_acetate,CC(=O)OC=C,108-05-4,NIST,52.052,n/a,,n/a,,n/a,
vinyl_fluoride,C=CF,75-02-5,NIST,23.895,ok_<1%,0.057,ok_<1%,-0.121,ok_consensus,0.057
vinylacetylene,C=CC#C,689-97-4,NIST,35.03,warn_1-2%,1.889,n/a,,ok_one_source,1.889
xylene_m,CC1=CC(=CC=C1)C,108-38-3,NIST,81.838,n/a,,n/a,,n/a,
xylene_o,CC1=CC=CC=C1C,95-47-6,NIST,81.819,n/a,,ok_<1%,0.001,ok_one_source,0.001
xylene_p,CC1=CC=C(C=C1)C,106-42-3,NIST,81.831,ok_<1%,0.0,ok_<1%,-0.001,ok_consensus,0.0
